"fact","meta__relevant_articles__001","meta__relevant_articles__002","meta__relevant_articles__003","meta__relevant_articles__004","meta__accusation__001","meta__accusation__002","meta__accusation__003","meta__punish_of_money","meta__criminals__-","meta__term_of_imprisonment__death_penalty","meta__term_of_imprisonment__imprisonment","meta__term_of_imprisonment__life_imprisonment"
"经审理查明，一、××2013年5月，被告人鲁某某通过QQ将被害人冯某某并加为好友后，声称自己单身，以方某身份要求与其“谈恋爱”，在交往过程中，于2013年7月的一天和2014年1月1日，先后在浠水县城骗取被害人冯某某的平板电脑和苹果手机各一部，得手后，将冯某某的QQ号进行了删除。经浠水县物价局价格认证中心鉴定，被骗财物共计价值7986元。案发后，被害人冯某某对被告人表示谅解。上述事实，被告人鲁某某在开庭审理过程中亦无异议，且有被害人冯某某的陈述；浠水县物价局价格认证中心鉴定意见书；报案材料及受案登记表、辨认笔录、公安机关情况证明、公安机关归案情况说明、QQ信息及聊天记录、婚姻情况查询、谅解书、户籍证明以及被告人鲁某某的辩解与供述等经庭审查证属实的证据予以证实，足以认定。二、××2014年1月30日晚上，被告人鲁某某在浠水商场宾馆803号房内使用手机QQ上网，通过搜寻附近人的方式搜寻到被害人李某某，并加其为好友，在聊天过程中，要求与李某某“谈恋爱”，在获取李某某信任后，与其见面交往。2014年2月3日早晨，在李某某家里（清泉镇丫权街84号），被告人趁李某某上三楼晾晒被单之机，盗走其放在二楼房内的白色苹果5型平板电脑和白色苹果5型手机各一部，经浠水县物价局价格认证中心鉴定，被盗财物共计价值5602元。后，李某某的被盗物品被公安干警追回并发还被害人。上述事实，被告人鲁某某在开庭审理过程中亦无异议，且有被害人李某某的陈述；证人谢某某的证言；浠水县物价局价格认证中心鉴定意见书；报案材料及受案登记表、辨认笔录、扣押清单、发还物品清单及起获的盗走李某某的电脑和手机照片、公安机关情况证明、公安机关归案情况说明、婚姻情况查询、户籍证明以及被告人鲁某某的辩解与供述等经庭审查证属实的证据予以证实，足以认定。","264","266","","","盗窃","诈骗","","0","鲁某某","False","9","False"
"经审理查明：某年某月至同年某月间，被害人龚某向被告人王某购买17.5米长货车挂车牌照等手续，被告人王某将假的鲁H×××××挂、鲁H×××××挂、鲁H×××××挂三个牌照及行驶证等手续以假充真卖给被害人龚某，合计骗取人民币13.9万元。本案系被害人报案而案发。被告人王某归案后如实供述了犯罪事实。案发后，被告人王某退出全部赃款给被害人龚某，并取得了被害人的谅解。上述事实，被告人龚某在开庭审理过程中亦无异议，且有被告人王某供述，被害人龚某陈述，证人田某证言，辨认笔录及照片、银行卡资料查询及对账单，行驶证查询证明，行政处罚决定书，强制措施凭证，伪造的行驶证等资料，受案登记表，发破案经过及抓获经过说明，情况说明，赔偿协议，谅解书，收条，无犯罪记录证明，户籍资料等证据证实，足以认定。","266","","","","诈骗","","","70000","王某","False","36","False"
"公诉机关指控，2014年11月份，被告人尤某谎称自己先后供职于沈阳市人才市场、沈阳市档案局，有能力为他人办理工作，并以能够将被害人梁某安排到沈阳鼓风集团有限公司工作为由，骗取被害人梁某人民币50,000元。后经被害人多次催要，被告人尤某于2016年5月退还给被害人人民币10,000元。后因被告人不再退还，被害人于2016年7月27日报案。2016年8月8日，公安机关将被告人抓获。案发后及本院审理期间，被告人尤某又退赔被害方经济损失人民币42,000元。","266","","","","诈骗","","","50000","尤某","False","22","False"
"哈密市人民检察院指控：2013年7月至9月间，被告人李XX以非法占有为目的，虚构自己是哈密国投罗钾公司负责招工的领导，以该公司招工需要报名费及给领导送礼为由先后骗取32名被害人现金共计61700元。退回赃款5000元。其中××被害人XXXXX·XXX1200元、XXXX·XXX1200元、秦XX1400元、张XX1200元、郭XX1800元、宋XX2000元、刘XX1800元、卢XX1800元、王X1800元、李X1800元、胡XX1800元、单X1800元、周X2000元、陈XX3500元、吴XX1800元、芦XX1200元、张XX1200元、葛XX5400元、周XX1800元、薛XX1800元、宋XX1800元、白XX2000元、王XX2000元、宋X1800元、翟X1800元、张XX2000元、王X2400元、王X1800元、李XX2400元、范XX1800元、范XX1200元、范X2400元。2013年9月6日被告人李XX被抓获后退回被害人王X、王X、李XX、范XX、范XX、范X赃款共计5000元。公诉机关认为，被告人李XX的行为触犯了《中华人民共和国刑法》××之规定，构成××罪。现提起公诉，请依法判处。","266","","","","诈骗","","","6000","李XX","False","46","False"
"青岛市黄岛区人民检察院指控，2014年5月至7月份期间，被告人赵某某骑摩托车先后窜至市青岛市黄岛区王台镇大王家庄村王某某家，滨海街道办事处王家村张某某家，珠海街道办事处挪庄村崔某某家，珠山街道办事处孟家庄村李某某家、燮里村郭某某家，王台镇前营村北侧唐某某苗圃处、东漕汶村管某某家，红石崖街道办事处解家村王某家、城子埠村管某家、临港经济区冯家岭村冯某某家，王台镇西漕汶东村张某家，张家楼镇秋七园村李某家，先通过与被害人搭讪取得被害人信任，后以介绍被害人到自己所在公司看大门和被害人收购其公司废料需缴纳承包费为由，将被害人先后骗至黄山沙沟工业园、滨海街道办事处工业园、大台村某石厂门口、铁山工业园、胶州市洋河工业园、胶州市九龙镇工业园、红石崖街道办事处城子埠九方泰合厂、铁山工业园东方工业品有限公司门北侧等地，分别骗取王某某人民币1500元、李某人民币1700元、张某某人民币1500元、崔某某人民币1200元，李某某人民币1500元、郭某某人民币1500元、孙苛刻人民币1500元、管某某人民币1500元、王某人民币1200元、管某人民币600元、冯某某人民币2000元、张某人民币1200元。被告人赵某某××作案12起，××数额共计人民币16900元，所骗钱财均被其用于买彩票挥霍。案发后，被告人赵某某家属赔偿受害人损失共计人民币16900元。对上述事实，公诉机关提供了报案记录、查获经过、辨认笔录，被告人供述，证人证言，被害人陈述，视听资料，书证等证据。公诉机关认为，被告人赵某某以非法占有为目的，××他人财物，数额较大，其行为触犯了《中华人民共和国刑法》××之规定，应当以××罪追究其刑事责任。其系假释考验期内犯罪，适用《中华人民共和国刑法》××之规定。","266","","","","诈骗","","","8000","赵某某","False","18","False"
"江苏省淮安市清江浦区人民检察院指控，2016年7月至12月间，被告人夏某某虚构自己是蓝思科技江苏分公司（实际无该公司）的销售负责人，可以介绍密2某、苏某等人到该公司工作的虚假事实，以让密2某、苏某等人缴纳服装费、体检费、磁卡费为由，骗取他人财物，共计人民币13880元。具体分数如下：1.2016年8月至12月间，被告人夏某某谎称给密2某介绍工作，以让密2某缴纳服装费、体检费、磁卡费为由，骗取密2某人民币1060元。2.2016年10月的一天，被告人夏某某谎称给丁某介绍工作，以让丁某缴纳服装费、体检费、磁卡费为由，骗取丁某人民币1200元。3.2016年9月至11月间，被告人夏某某谎称给李某介绍工作，以让李某缴纳服装费、体检费、磁卡费为由，骗取李某人民币1060元。4.2016年8月至12月间，被告人夏某某谎称给周某介绍工作，以让周某缴纳服装费、体检费、磁卡费为由，骗取周某人民币1060元。5.2016年7月至12月间，被告人夏某某谎称给何某1介绍工作，以让何某1缴纳服装费、体检费、磁卡费为由，骗取何某1人民币1060元。6.2016年8月的一天，被告人夏某某谎称给密1某介绍工作，以让密1某缴纳服装费、体检费、磁卡费为由，骗取密1某人民币1060元。7.2016年10月的一天，被告人夏某某谎称给何某2介绍工作，以让何某2缴纳服装费、体检费、磁卡费为由，骗取何某2人民币1200元。8.2016年10月至12月间，被告人夏某某谎称给程某1介绍工作，以让程某1缴纳服装费、体检费、磁卡费为由，骗取程某1人民币1200元。9.2016年10月至12月间，被告人夏某某谎称给吕某介绍工作，以让吕某缴纳服装费、体检费、磁卡费为由，骗取吕某人民币1060元。10.2016年10月至12月间，被告人夏某某谎称给程某2介绍工作，以让程某2缴纳服装费、体检费、磁卡费为由，骗取程某2人民币1200元。11.2016年10月份的一天，被告人夏某某谎称给夏某介绍工作，以让夏某缴纳服装费、体检费为由，骗取夏某人民币1000元。12.2016年夏天的一天，被告人夏某某谎称给苏某介绍工作，以让苏某缴纳服装费、体检费为由，骗取苏某人民币860元。13.2016年夏天的一天，被告人夏某某谎称给严某介绍工作，以让严某缴纳服装费、体检费为由，骗取严某人民币860元。案发后，被告人夏某某主动投案，并如实供述自己的犯罪事实。另查，案发后，被告人夏某某退出赃款14000元，已分别发还上述十三名被害人。","266","","","","诈骗","","","3000","夏某某","False","3","False"
"安溪县人民检察院指控，被告人廖某某于2013年5月20日至同年6月27日，伙同柯某某（已判刑）受雇于刘某某（已判刑）在福州市、漳州市、泉州市等地，持户名为代某、陈某某、丘某某、于某等人的银行卡为做“包裹藏毒”、“财政补贴”的××人员领取××款105，629元。","266","","","","诈骗","","","5000","廖某某","False","21","False"
"经审理查明：××犯罪事实2013年1月14日6时许，被告人陪陈1某其朋友范某某一道到无为县无城镇新安宾馆，准备给住宿在该宾馆303房间的范某某女朋友季某某送早点。后范某某一人上楼找季某某，发现季某某在该宾馆201房间与任某甲在一起，遂与任某甲发生争吵。被告人陈1某听到吵闹后带着棒球棒等凶器赶到201房间，用棒球棒对任某甲头部等处进行殴打，致任某甲多处受伤。经鉴定，任某甲闭合性颅脑损伤评定为轻伤。被告人陈1某在案发后赔偿被害人任某甲经济损失共计人民币95000元，被害人任某甲出具谅解书建议对陈1某从轻处罚。上述事实，被告人陈1某在开庭审理过程中亦无异议，并有证人范某某、季某某、焦某某的证言，被害人任某甲的陈述，鉴定意见：无为县公安局司法鉴定中心法医学人体损伤程度鉴定书，辨认笔录，书证：户籍证明、抓获经过、收条、谅解书等证据证实，足以认定。二、××犯罪事实1.2013年2月13日晚，被告人陈1某的父亲陈某乙因与无为县严桥镇响山社区金洼自然村村民陈某庚发生矛盾，遂打电话给陈1某，让陈1某带人去陈某庚家。后陈1某纠集多人持砍刀等凶器到陈某庚家滋事，并欲殴打陈某庚时，被陈某乙制止。2.2013年4月4日下午，被告人陈1某伙同他人持棍棒等凶器到陈某庚家，因陈某庚无人在家，被告人陈1某用石头将陈某庚家窗户砸坏。上述事实，被告人陈1某在开庭审理过程中亦无异议，并有证人陈某乙、陈某丙、郑某某、吴某甲、陈某丁、陈某戊、任某丙、童某某、赵某某、陈某己的证言，被害人陈某庚的陈述，勘验笔录、辨认笔录等证据证实，足以认定。3.2013年1月21日晚，被告人陈1某听说任某在无为县皇家壹号KTV内被人砍伤，遂和杨某（另案处理）驾驶皖BM1225号黑色雪佛兰轿车赶至事发地点。因怀疑系魏某某等人砍伤任某，被告人陈1某驾驶皖BM1225号雪佛兰轿车和秦某（另案处理）等人乘坐的商务车一道追赶魏某某等人乘坐的皖BB518号奇瑞轿车。追至无为县公安局门前，皖BB518奇瑞轿车被被告人陈1某驾驶的皖BM1225号雪佛兰轿车撞停。后被告人陈1某等人持砍刀等凶器对皖BB518号奇瑞轿车及车内人员进行打砸，致魏某某等人受伤及车辆受损。经鉴定，皖BB518号奇瑞轿车的损失价格为人民币4531元。上述事实，被告人陈1某在开庭审理过程中亦无异议，并有证人秦某、杨某、吴某、任某的证言，被害人邢某某、魏某某的陈述，鉴定意见：无为县价格认证中心价格鉴定结论，辨认笔录等证据证实，足以认定。","234","293","","","故意伤害","寻衅滋事","","0","陈1某","False","18","False"
"经审理查明，2013年6月，被告人罗某某找到十三户无购买农机具需求的农户，以他们的身份证、户口本、农商银行一折通等信息办理了相关手续，购买了十三台福田雷沃M554-BA拖拉机（每台国家补贴33300元），骗取国家农机补贴资金432900元。所购买拖拉机被倒卖给一个叫“小窦”的安徽男子。另查明，案发后被告人罗某某主动到公安机关投案，并如实供述了自己的罪行；被告人罗某某已退缴违法所得人民币30000元。上述事实，被告人罗某某在开庭审理过程中无异议并认罪，并有受案登记表，到案经过，购机手续资料及银行交易明细，汇款凭证，2013年农业机械购置补贴相关文件，万某某等13户农民的证言，詹某的供述，被告人罗某某的供述等证据证实，足以认定。","266","","","","诈骗","","","21000","罗某某","False","36","False"
"平顶山市新华区人民检察院指控：1、2012年1月6日，被告人丁某某伙同刘某某、白某、李某某（均已判决），经预谋后驾车来到本市，以租房为名联系到被害人齐某，以买卖玉石能在中间获得高额利润为诱饵，在本市建设路迪欧咖啡厅内利用假币等方法欺骗被害人，骗取被害人齐某现金50000元。2、2012年4月27日，被告人丁某某伙同刘某某、白某、李某某，经预谋后驾车来到本市，以租房为名联系到被害人兰某，以买卖玉石能在中间获得高额利润为诱饵，在本市鹰城广场上岛咖啡厅内利用假币等方法欺骗被害人，骗取被害人兰某现金183000元。3、2012年6月20日，被告人丁某某伙同刘某某、白某、李某某，经预谋后驾车到山东省枣庄市，以租房为名联系到被害人彭某，以买卖玉石能在中间获得高额利润为诱饵，利用签合同等方法先将被害人骗至枣庄市名典咖啡厅内，骗取被害人彭某现金90000元及金某。4、2012年6月25日，被告人丁某某伙同刘某某、白某、李某某，经预谋后驾车到河南省洛阳市，以租房为名联系到被害人杨某，以买卖玉石能在中间获得高额利润为诱饵，利用签合同等方法先将被害人骗至洛阳市青岛路迪欧咖啡厅内，后骗取被害人杨某现金54000元。5、2012年7月16日，被告人丁某某伙同刘某某、白某、李某某，经预谋后驾车到山西省晋城市，以租房为名联系到被害人张某，以买卖玉石能在中间获得高额利润为诱饵，在晋城市红星西街品客茶餐厅内利用假币等方法欺骗被害人，后骗取被害人张某现金30000余元。6、2011年8月17日，被告人丁某某伙同刘某某、白某、李某某，经预谋后驾车到河南省濮阳市，以租房为名联系到被害人孙某，以买卖玉石能在中间获得高额利润为诱饵，在濮阳市黄河路歌某咖啡厅内利用假币等方法欺骗被害人，后骗取被害人孙某现金2万元。综上，被告人丁某某伙同刘某某、白某、李某某，以上述方式，骗取被害人齐某、兰某、彭某、杨某、张某、孙某现金共计427000余元及金某。2017年6月7日，被告人丁某某在南阳市宛城区李某体育广场被抓获归案。为证明上述事实，公诉机关向法庭出示、宣读了被告人丁某某的供述与辩解、被害人陈述、同案犯刘某某、白某、李某某的证言、辨认笔录、视听资料、被告人户籍证明、抓获经过、前科证明、刑事判决书、释放证明、平顶山市公安局光明路分局情况说明等证据。据此，公诉机关认为，被告人丁某某以非法占有为目的，骗取他人财物，数额巨大，其行为已构成××罪，请依法判处。","266","","","","诈骗","","","100000","丁某某","False","84","False"
"浙江省慈溪市人民检察院指控：2010年8月5日15时许，被告人徐某至慈溪市古塘街道界牌村被害人陆某经营的“迪央塑料经营部”，隐瞒无购买能力的真相，以买货为名取得被害人陆某的信任后，将陆某价值人民币18350元的PET塑料骗走。","266","","","","诈骗","","","1000","徐某","False","10","False"
"公诉机关指控，2011年间，被告人陈2某以非法占有为目的，以帮忙投资期货、介绍工作、投资市政工程项目为由，共计骗取被害人姜某某现金人民币14万余元及价值人民币8，000元左右的笔记本电脑一台。2011年间，被告人陈2某以非法占有为目的，以帮忙投资期货、介绍工作为由，共计骗取被害人张某某现金人民币13万余元。2013年9月26日，被告人陈2某被民警抓获，其到案后如实供述了上述基本犯罪事实。","266","","","","诈骗","","","20000","陈2某","False","60","False"
"陆川县人民检察院指控：2013年4月5日、28日，被告人王某向赖某甲谎称其有朋友能在陆川县帮人办理廉租房，并通过赖某甲介绍和转交款项，分别××丘某某15500元和吕某某14000元，共29500元。案发前，被告人王某将4000元退回给赖某甲，赖某甲将4000元退给了丘某某。检察机关认为，被告人王某以非法占有为目的，虚构事实，隐瞒真相，骗取他人数额较大财物，其行为已触犯《中华人民共和国刑法》××的规定，应以××罪追究其刑事责任。提请本院依法判处。","266","","","","诈骗","","","20000","王某","False","15","False"
"公诉机关指控：2014年10月初，被告人刘某和郭某甲、郭某乙、万某某（已判刑）合谋实施××。郭某甲、郭某乙分别冒充武警部队工作人员拨打电话，谎称部队需向被害人购买产品，并希望对方代购“自热米饭”的产品后一并付款。对方同意后，郭某甲、郭某乙将刘某的电话告知对方。刘某接到电话后称其经销合同已经到期，让对方直接与“自热米饭”生厂商联系，并向对方告知万某某的电话，万某某接到电话后称必须先付款再发货，并将银行卡账号告诉对方。待对立汇款后，郭某甲、郭某乙再次提出追加订单，直至对方发觉被骗。2014年10月至2014年11月13日，被告人刘某等人分别骗得鲁某某、王某某、陆某某、严某、陈某甲、邱某、柯某某、陈某乙、赵某某、章某某共计172200元。公诉机关向本院移送了指控被告人刘某犯××罪的被害人陈述、证人证言、书证、被告人刘某的供述和辩解等证据。公诉机关认为，被告人刘某以非法占有为目的，××他人钱财，数额巨大，其行为触犯了《中华人民共和国刑法》××，应当以××罪追究被告人刘某刑事责任。","266","","","","诈骗","","","30000","刘某","False","42","False"
"汝阳县人民检察院指控：2014年1月6日被告人李某经朋友李某甲介绍以一辆×××××号白色奥迪Q5车汽车做抵押，从洛阳市西工区红山乡徐某处借款。李某隐瞒该车系贷款购买且已抵押的事实，谎称该车是全款购买，骗取徐某现金30万某。2015年6月24日，被告人李某以让宋某给自己的工商银行卡上打现金走流水账、提高信誉度、给宋某一定的好处费为由，骗得宋某的信任，宋某向李某提供的工商银行卡（卡号：×××）存入了151200元后，李某立即将该卡挂失，到焦作市工商银行广场支行补办新卡（卡号为×××）后，将151200元取出，据为己有。对以上指控，公诉机关当庭宣读出示了被告人李某供述、被害人徐某、宋某的陈述、证人申某、李某甲等人的证言、辨认笔录、银行交易明细、被告人户籍及现实表现证明等证据。指控认为，被告人李某的行为已触犯《中华人民共和国刑法》××之规定，构成××罪。建议对被告人李某判处七至九年××。","266","","","","诈骗","","","0","李某","False","94","False"
"湖南省通道侗族自治县人民检察院指控：2012年10月5日上午，被告人苏某某驾驶银灰色面包车搭载周某某（另案处理）、周某甲（另案处理）、肖某某（另案处理）、戴某某（另案处理）、梁某某（另案处理）从武冈市来到靖州苗族侗族自治县藕团乡。梁某某在藕团乡邮政银行旁发现受害人陆某某，便以帮其找人并给付报酬为由将陆某某哄骗上苏某某驾驶的面包车。在车上周某甲、周某某、肖某某以兑换外币的形式骗取了陆某某的邮政储蓄存折及密码，并由肖某某在靖州县城西街邮政储蓄银行将陆某某存折上的23000元取走。事后，六人将××所得的人民币23000元分赃。2012年10月23日上午，被告人苏某某驾驶银灰色面包车搭载周某甲、周某某、肖某某、戴某某、梁某某从武冈市到靖州苗族侗族自治县平茶镇准备实施××。梁某某在平茶镇信用社发现了被害人陈某某，并电话通知了周某甲、周某某。随后，周某甲、周某某将陈某某骗上苏某某的面包车。在车上，周某甲、周某某、肖某某以兑换外币为由骗取了陈某某信用社存折及密码，肖某某在靖州县城城中信用社将陈某某存折上的10000元取走，事后，该6人将此款平分。2012年11月30日上午，被告人苏某某驾驶银灰色面包车搭载周某甲、周某某、肖某某、戴某某从武冈市到通道侗族自治县牙屯堡镇准备实施××。戴某某发现被害人吴某某，周某甲、周某某与戴某某接头后遂将吴某某骗上苏某某的面包车。在车上，周某甲、周某某、肖某某以兑换外币为由骗取了吴某某邮政储蓄存折及密码，并由肖某某在双江镇城东邮政储蓄银行将吴某某存折上的20000元取走。事后，该5人平分了该笔款项。2012年12月25日上午，被告人苏某某驾驶银灰色面包车搭载周某甲、周某某、肖某某、戴某某到洪江市熟坪乡准备实施××。戴某某发现被害人谢某某，周某甲、周某某与戴某某接头后遂将谢某某骗上苏某某的面包车。在车上，周某甲、周某某、肖某某以兑换外币为由骗取了谢某某刚从银行取出的15000元，事后，该5人将此款平分。认定上述事实的证据如下：1、户籍证明、抓获经过等书证；2、证人证言；3、被害人的陈述；4、被告人苏某某的供述和辩解；5、辨认笔录。据此该院认为，被告人苏某某以非法占有为目的，骗取他人财物68000元，数额巨大，其行为已触犯《中华人民共和国刑法》××之规定，犯罪事实清楚，证据确实充分，应当以××罪追究其刑事责任。在共同犯罪中，苏某某起次要作用，系从犯。根据《中华人民共和国刑事诉讼法》××的规定，提起公诉，请依法判处。公诉机关同时出具湘通检刑量建（2014）42号量刑建议书，建议判处苏某某三年以下××，并处罚金。","264","","","","诈骗","","","5000","苏某某","False","18","False"
"公诉机关指控，2013年8月份，被告人叶某受黄某（已判决）指使，欺骗方某黄某名叫“田某”，并编造黄某经济条件优越的虚假信息，使黄某进一步取得方某的信任。尔后，黄某编造缺钱送礼、缺路费等借口向方某借钱，共骗得方某人民币30000多元。","266","","","","诈骗","","","4000","叶某","False","6","False"
"公诉机关指控：2015年3月，被告人夏某被松原市兴龙运输有限公司委派到苏州市负责其公司和苏州市恒瑞货运有限公司的货物接收工作。2016年1月，被告人夏某向其朋友孙某借了一张银行卡，向其所在公司的法定代表人郑某谎称苏州市恒瑞货运有限公司接收运费的银行卡丢失，并将其提供的收款账户为孙某的卡号告诉了郑某。2016年1月23日至2016年10月25日，郑某给孙某银行卡汇了人民币99500元作为苏州市恒瑞货运有限公司运费，被告人夏某将其中人民币20000元给了苏州市恒瑞货运有限公司的法定代表人王某，余款人民币79500元被其挥霍。针对上述指控公诉机关提供了相关书证，证人王某、程某的证言，被害人郑某的陈述，被告人夏某的供述等证据。公诉机关认为，被告人夏某以非法占有为目的，采取虚构事实的手段骗取他人合法财物，赃款合计人民币79500元，数额巨大，其行为触犯了《中华人民共和国刑法》××之规定，犯罪事实清楚，证据确实充分，应当以××罪追究其刑事责任。","266","","","","诈骗","","","40000","夏某","False","40","False"
"安阳市龙安区人民检察院指控：2009年4月11日，在安阳市龙安区商都路丰惠园内，被告人王某某以河南殷都律师事务所律师的身份，称为被害人毕某某代理一起民事案件为名，与毕某某签订了一份代理协议并收取了代理费用5000元，后王某某没有为毕某某代理民事案件开展任何工作，而是将费用用于自己生活开支并逃匿。经河南殷都律师事务所证明，王某某与毕某某签订代理协议时，王某某不是该所的工作人员。被告人王某某之行为应构成××罪，适用《中华人民共和国刑法》××之规定，请依法判处。","226","","","","诈骗","","","5000","王某某","False","6","False"
"公诉机关指控，2015年1月12日下午，被告人刘某甲采用虚构垫付信用卡还款给付手续费的手段，骗得被害人张某现金人民币25000元。被告人刘某甲自动投案，并如实供述自己的罪行。为证实上述指控，公诉人当庭宣读和出示被告人刘某甲的供述笔录，未到庭被害人张某的陈述笔录，未到庭证人刘某乙的证言笔录，辨认笔录，银行卡交易明细，收据、谅解书，发破案经过、到案经过，户籍资料等证据。公诉机关认为，被告人刘某甲应当以××罪追究刑事责任，其系自首。提请依法予以惩处。","266","","","","诈骗","","","5000","刘某甲","False","6","False"
"公诉机关指控：被告人杨某于2014年11月份至2015年8月份，多次以办驾驶证为由，分别骗取被害人王某人民币7000元、王某某人民币2750元、王某一人民币2800元、张某某人民币3500元、柳某人民币3500元，2014年4月份以消除驾驶证被扣分数及罚款为由，骗取马某某人民币2500元。被告人杨某共骗取人民币22000元。针对上述指控，公诉机关提供了书证、证人证言、被害人陈述、被告人供述与辩解等证据，认为被告人杨某的行为触犯了《中华人民共和国刑法》××之规定，构成××罪。本案犯罪事实清楚，证据确实充分，应当以××罪追究其刑事责任，建议对被告人杨某判处××至一年六个月。","266","","","","诈骗","","","20000","杨某","False","18","False"
"禹州市人民检察院指控称：2014年1月26日，被告人刘某伙同靳帅兵（在逃）预谋后，在郑州市鹏达汽车公司租赁豫A2AA51黑色宝马桥车，伪造车辆手续后去到长葛市石固镇一车床配件维修部内，以车辆抵押的方式，××被害人徐某某人民币14万元。2014年3月6日，被告人刘某伙同靳帅兵（在逃）预谋后，在郑州市鹏达汽车公司租赁豫A225ZD黑色大众朗逸轿车，伪造车辆手续后去到禹州市泰山庙街被害人杨某某家中，以买卖车辆的方式，××被害人杨某某人民币4万元。公诉机关认为：被告人刘某的行为已构成××罪，诉请依法判处。","266","","","","诈骗","","","0","刘某","False","54","False"
"经审理查明，2013年6月7日，被告人项某甲从兰溪市亨利汽车租赁有限公司租得价值人民币7万元的浙G×××××黑色朗逸轿车一辆自用。同年6月18日，被告人项某甲因缺钱遂谎称该车车主吴某欠其人民币3万元，并持伪造的借条，将浙G×××××黑色朗逸轿车驾驶至浙江省兰溪市灵洞乡方下店村，以该车作抵押物，骗取被害人章某人民币3万元。被告人项某甲已将所得赃款全部挥霍殆尽。2013年10月15日，被告人项某甲自动向公安机关投案。浙G×××××黑色朗逸轿车已被公安机关扣押并发还兰溪市亨利汽车租赁有限公司鲍某。2014年1月17日止，被告人项某甲亲友已将全部赃款退还给被害人章某。章某、鲍某对被告人项某甲的行为表示谅解。上述事实，有下列经庭审举证、质证的证据证实，本院予以确认：1、被告人项某甲的供述；2、被害人章某的陈述；3、证人吴某、鲍某、项某乙、郑某的证言；4、扣押决定书、扣押清单、发还清单、扣押物品照片；5、浙G×××××车辆信息、借条；6、兰溪市价格认证中心的《价格鉴定结论书》；7、自首证明文书、到案经过；8、收条、谅解书；9、被告人项某甲的户籍证明。","266","","","","诈骗","","","40000","项某甲","False","8","False"
"公诉机关指控：2013年8月，为了××钱财，被告人莫某经其老乡莫某洪介绍，购买了用来××的虚假彩票网站和冒用他人身份开户的银行卡，随后被告人莫某在互联网上发布信息，诱使被害人来其控制的“彩票网站”投注，并逐步诱骗被害人加大投注，随后将被害人投入的钱款取走。2013年9月5日，被害人于某被被告人莫某所诱骗，开始在其网站进行投注。2013年9月12日至2013年9月13日期间，被害人于某在本市福田区白石路香港大学深圳医院使用网上银行，向被告人莫某提供的账号共计转入人民币6100元。被告人莫某随即将该笔钱款取出用于挥霍。2013年9月13日凌晨1时许，被告人莫某通过银行转账返还给被害人于某人民币200元。2013年11月13日，被告人莫某在海南省安定县被民警抓获归案。公诉机关提供了书证、被告人供述及辩解、被害人陈述、现场勘查笔录、视听资料等证据以证实上述事实。公诉机关据此认为被告人莫某的行为已构成××罪，提请本院依法判处，并建议对被告人莫某判处一年以下××或者××，并处罚金。","266","","","","诈骗","","","2000","莫某","False","7","False"
"经审理查明，2016年5月至6月，被告人赵1某以帮忙代办足疗技师证、信用卡为名，先后骗取被害人马某、杨某、黄某合计人民币7300元。另查明，被告人赵1某于2016年10月1日被公安机关抓获归案，后如实供述犯罪事实。被告人赵1某的亲属已代为退赔被害人全部经济损失，并取得谅解。上述事实，被告人赵1某在开庭审理过程中不持异议，且有其在公安机关的供述，被害人马某、杨某、黄某的陈述，公安机关出具或调取的的抓获经过、羁押证明、检查笔录及照片、现场勘验检查笔录及照片、辨认笔录及照片、银行账户明细、收条、谅解书、无违法犯罪记录情况说明、户籍信息等证据证实，足以认定。","266","","","","诈骗","","","10000","赵1某","False","0","False"
"公诉机关指控，2012年2月至同年12月期间，被告人邱某伪造包机合同、包机押金收款收据等，虚构自己做投资航空包机业务，投资可获得月息15%或20%的事实，骗取了被害人谢某甲、杨某甲等人的信任，谢某甲、杨某甲等人先后通过银行转账等方式，将投资款汇入被告人邱某的建行、农行的信用卡账户中。被告人邱某从谢某甲和谢某乙处骗取人民币330万元，从杨某甲处骗取人民币1245万元（含从杨某甲的妻子陈某的名下账户汇给被告人邱某的款），从杨某乙处骗取人民币200万元，从支某处骗取人民币100万元（含通过其妻子林某的名下账户汇给被告人邱某的款），从刘某处骗取人民币30万元。期间，被告人邱某支付给谢某甲和谢某乙利息合计人民币72.5万元，支付给杨某甲利息合计人民币169.216万元（含汇入陈某名下账户的款及股权转让折价款27.216万元），支付给支某利息合计人民币88万元（含汇入林某名下账户的款）。扣除所支付的利息，被告人邱某实际骗得上述被害人合计人民币1575.284万元。被告人邱某归案后，如实供述了自己××的事实。","266","","","","诈骗","","","50000","邱某","False","168","False"
